payload_kg,distance_km,battery_pct,wind_speed_mps,rain_mm,time_of_day,num_stops,success
4.75,5.24,74.2,7.18,1.03,morning,2,1
3.66,9.33,34.6,2.79,1.26,night,2,0
3.11,2.75,20.9,4.38,0.89,afternoon,1,0
2.15,18.56,60.0,11.67,3.29,afternoon,1,0
4.67,17.37,39.4,13.41,4.97,evening,1,0
4.34,14.18,49.8,10.87,3.26,evening,1,0
0.32,2.21,68.2,6.98,3.03,morning,2,1
0.23,15.54,54.5,1.3,2.05,morning,1,1
1.94,16.18,65.8,0.85,1.56,night,2,0
4.07,15.38,59.0,5.61,4.56,evening,3,0
4.94,2.37,76.6,6.96,4.85,afternoon,1,1
0.84,12.91,73.5,9.14,2.48,night,1,1
3.01,16.7,58.1,0.1,1.45,afternoon,1,0
1.97,11.59,71.1,14.85,3.85,morning,1,0
4.85,12.96,88.6,5.46,0.66,morning,2,1
4.23,9.22,48.9,12.72,3.83,afternoon,2,0
4.21,10.62,47.1,8.02,4.09,night,1,0
2.4,0.78,78.8,1.96,0.62,morning,1,1
2.13,12.82,62.4,11.96,4.88,morning,1,0
1.44,1.72,16.4,10.65,4.93,night,1,0
0.38,8.76,90.3,7.91,4.68,morning,2,1
4.34,5.92,12.8,7.72,2.48,evening,1,0
4.08,10.95,77.4,1.31,1.23,morning,2,0
5.0,2.75,78.3,9.84,2.91,evening,2,0
4.98,13.86,95.8,13.67,2.1,afternoon,1,0
2.82,15.92,14.9,1.4,1.03,morning,2,0
3.87,3.35,63.7,3.95,2.12,evening,3,1
4.73,2.18,48.5,13.53,3.32,evening,1,0
4.26,3.0,39.8,4.27,0.35,evening,1,0
1.31,17.55,18.1,9.81,1.67,evening,1,0
2.31,10.61,60.6,8.02,0.09,afternoon,2,0
0.73,9.4,53.1,8.94,3.75,afternoon,1,0
4.77,2.22,19.4,6.24,3.2,evening,3,0
3.07,13.03,65.1,4.5,0.31,evening,2,0
1.22,17.37,76.4,0.73,4.82,evening,3,0
3.39,16.58,79.1,11.16,0.11,evening,1,0
3.13,12.56,91.5,11.19,2.95,morning,2,1
1.85,1.6,46.9,10.06,3.88,morning,1,1
0.66,2.34,95.8,9.65,3.94,morning,1,1
3.39,1.08,87.9,3.66,0.17,night,3,1
2.65,5.22,36.7,0.34,4.53,evening,1,0
3.88,2.8,24.3,12.13,4.59,evening,3,0
2.65,5.27,49.2,7.37,2.81,morning,1,0
4.28,7.76,46.2,4.6,2.41,morning,3,0
2.8,18.87,61.8,1.53,0.22,night,2,0
2.85,12.25,62.5,0.94,2.81,night,2,0
4.4,16.72,77.5,5.23,2.05,morning,1,0
2.08,14.24,55.9,12.07,3.86,evening,1,0
0.76,2.34,19.4,13.78,2.02,afternoon,2,0
0.24,14.74,87.2,13.45,3.42,afternoon,2,1
3.8,5.57,37.9,13.8,0.51,evening,1,0
3.14,12.82,97.4,13.62,0.66,evening,1,1
3.55,6.89,20.6,7.91,0.7,evening,1,0
1.14,19.95,96.2,3.29,0.23,morning,1,1
0.77,5.34,18.2,11.97,2.71,afternoon,1,0
0.17,5.65,30.8,3.21,3.97,afternoon,2,0
1.82,18.62,14.2,4.01,3.05,afternoon,1,0
2.99,0.59,73.5,3.5,2.87,afternoon,1,1
2.02,13.96,86.5,7.72,3.4,morning,3,1
2.24,14.53,49.1,4.83,1.7,afternoon,1,0
4.53,16.74,93.6,2.31,1.81,afternoon,2,0
1.81,19.49,63.1,6.8,1.57,evening,2,0
2.62,19.51,66.7,13.11,3.56,evening,2,0
3.94,1.4,86.1,8.56,0.81,evening,2,1
2.04,16.45,36.7,13.18,0.07,morning,2,0
3.15,12.96,41.9,2.94,2.98,afternoon,1,0
4.33,12.98,91.5,2.5,4.71,morning,2,0
4.75,2.65,91.1,8.63,3.05,morning,2,1
0.82,13.04,97.9,6.95,3.91,morning,1,1
4.64,19.65,91.2,9.9,3.36,morning,1,0
2.51,18.25,21.5,11.92,2.49,evening,2,0
1.37,8.84,84.1,11.27,3.59,night,2,1
2.35,0.89,46.9,14.13,4.12,morning,1,0
4.9,7.31,99.2,5.97,1.12,night,3,1
2.51,16.55,52.5,3.1,1.68,morning,2,0
1.71,14.06,59.8,8.26,1.12,evening,3,0
3.2,9.24,57.7,1.66,2.26,evening,3,0
1.28,1.2,39.0,4.33,4.43,night,1,0
0.47,8.6,16.8,3.12,1.73,morning,2,0
0.73,9.43,90.6,5.95,1.87,afternoon,2,1
0.73,18.58,82.2,1.67,4.3,morning,2,1
0.84,12.86,22.6,0.48,2.58,afternoon,2,0
0.78,6.3,79.9,9.85,2.68,night,1,1
3.24,10.55,66.3,9.15,4.3,evening,1,0
0.99,1.41,46.8,10.63,2.45,evening,1,1
1.79,19.45,32.9,9.91,3.41,afternoon,2,0
4.49,7.27,87.4,1.71,0.43,night,2,1
2.42,9.61,73.0,4.37,0.89,afternoon,1,0
3.37,7.17,59.3,1.94,2.02,morning,2,1
0.94,13.68,64.9,12.64,2.47,night,2,0
1.04,13.28,18.2,11.2,4.83,morning,1,0
0.3,14.33,52.7,3.02,4.85,morning,1,0
0.93,5.44,27.4,5.12,4.26,morning,1,0
1.47,6.38,28.8,14.5,1.58,evening,3,0
0.97,2.59,69.5,8.91,4.82,evening,2,1
0.53,13.14,92.0,12.02,3.45,morning,1,1
0.69,0.89,46.3,3.97,1.96,evening,1,1
2.36,11.99,28.7,3.15,3.51,evening,2,0
1.11,17.41,68.4,11.76,0.08,night,2,0
1.88,17.83,88.4,10.29,0.73,evening,2,1
2.57,9.04,77.3,10.21,4.15,evening,1,0
3.48,9.24,88.2,8.29,3.23,evening,1,1
0.29,1.63,58.3,8.45,1.82,morning,3,1
4.02,13.45,77.7,11.04,2.5,afternoon,1,0
3.18,16.44,22.6,4.05,4.53,afternoon,1,0
0.5,4.97,41.3,5.29,3.16,morning,2,0
4.38,8.48,45.1,13.07,1.99,morning,3,0
4.61,16.79,56.0,4.63,0.6,afternoon,2,0
0.4,17.55,93.6,8.19,1.47,morning,2,1
1.46,4.94,88.7,10.54,4.89,morning,1,1
4.05,11.06,22.1,15.0,2.19,afternoon,1,0
3.77,3.93,25.6,6.53,2.36,evening,1,0
1.0,2.13,42.2,6.42,2.49,night,2,0
1.13,18.23,36.2,12.64,4.42,afternoon,1,0
1.92,16.43,65.3,12.08,3.02,afternoon,3,0
2.47,15.22,91.2,10.97,3.47,afternoon,1,1
3.13,1.07,96.6,6.95,1.95,morning,2,1
1.91,16.89,68.8,4.86,0.15,morning,2,0
2.37,8.82,85.4,9.13,4.65,evening,2,1
3.76,6.91,57.3,13.14,4.75,afternoon,1,0
0.28,10.97,28.7,13.26,4.75,evening,3,0
1.34,1.92,57.2,1.63,4.72,evening,1,1
3.6,15.16,60.0,6.43,4.08,morning,2,0
4.49,11.69,76.8,6.97,3.42,afternoon,2,0
2.61,3.81,29.8,14.66,4.22,afternoon,1,0
2.71,3.85,43.1,10.17,3.0,afternoon,2,0
0.63,3.77,42.8,6.11,0.67,afternoon,2,1
2.29,1.23,96.3,0.39,1.96,night,3,1
2.71,11.8,50.0,8.48,4.86,night,3,0
1.29,16.82,78.0,1.44,1.76,night,1,1
1.42,0.45,77.6,12.52,4.34,morning,1,1
1.95,1.08,33.9,11.29,0.47,morning,1,0
0.2,11.5,61.5,6.91,1.67,morning,3,1
1.68,16.41,90.5,6.44,1.75,morning,1,1
1.14,6.6,52.8,13.46,0.26,afternoon,2,0
1.7,7.06,95.1,4.33,0.6,evening,2,1
0.69,11.97,29.3,3.74,0.97,afternoon,2,0
4.46,5.56,16.7,14.09,4.19,night,1,0
3.01,0.63,90.2,12.14,0.32,night,1,1
3.43,14.73,86.3,12.31,1.49,morning,1,0
3.97,12.55,99.3,2.93,0.05,night,1,1
2.54,11.66,71.1,2.15,3.48,afternoon,1,0
0.53,14.86,94.3,0.39,3.1,afternoon,1,1
2.73,13.54,84.4,3.56,3.22,evening,2,0
2.98,4.2,86.0,11.61,1.87,morning,1,1
3.75,7.11,61.2,3.6,1.04,night,1,0
2.22,2.61,44.4,10.94,3.6,evening,1,0
0.73,2.68,94.1,3.78,4.06,night,1,1
1.49,13.56,48.9,5.93,0.69,night,1,0
1.88,17.19,58.5,14.75,2.43,afternoon,1,0
3.26,19.26,50.2,3.67,1.24,morning,2,0
2.9,12.6,60.8,5.65,0.84,morning,1,0
1.84,3.76,52.3,4.52,3.67,afternoon,3,0
4.93,2.2,14.3,1.64,2.69,morning,1,0
3.07,16.28,89.4,7.35,1.08,night,3,1
1.26,11.62,50.0,5.68,1.55,morning,2,0
0.6,12.4,63.0,10.42,4.83,night,2,1
0.85,15.65,22.5,12.26,4.24,evening,3,0
1.31,14.1,10.3,8.16,4.4,morning,1,0
0.89,16.71,32.1,0.48,2.3,afternoon,1,0
1.01,1.22,73.4,9.28,3.12,afternoon,1,1
1.5,14.98,18.9,0.83,1.88,afternoon,1,0
0.95,17.03,91.8,9.25,0.39,afternoon,1,1
4.49,5.79,29.4,10.28,2.01,morning,2,0
0.49,12.84,28.4,2.97,2.97,evening,1,0
2.67,6.35,26.3,12.29,1.44,afternoon,1,0
2.11,19.16,11.3,13.67,4.24,evening,1,0
4.91,0.77,79.5,12.2,0.76,night,2,1
0.65,11.64,88.8,4.58,1.84,morning,3,1
2.05,3.41,65.3,8.8,0.62,morning,2,1
4.85,14.27,26.9,13.72,2.02,evening,1,0
4.34,3.6,35.7,4.81,0.2,night,1,0
4.1,4.78,52.8,12.3,1.36,afternoon,2,0
1.36,9.94,95.9,0.14,2.0,morning,1,1
0.94,18.31,32.3,0.05,2.39,morning,3,0
3.38,4.31,75.8,11.4,2.72,morning,1,1
4.65,2.97,49.6,11.42,1.37,afternoon,1,0
2.83,15.2,36.8,11.83,2.62,afternoon,3,0
2.9,10.06,51.0,13.95,2.55,evening,3,0
1.47,18.24,16.4,1.77,1.58,morning,2,0
3.87,3.02,81.9,3.48,4.15,morning,1,1
1.02,12.95,31.9,13.56,2.73,afternoon,2,0
1.69,4.73,75.3,2.66,1.66,night,1,1
2.18,3.22,16.2,10.23,4.74,afternoon,1,0
2.59,13.7,96.0,7.96,4.23,night,1,1
1.29,11.91,27.4,1.25,4.91,afternoon,2,0
0.66,15.12,89.4,4.28,3.46,morning,2,1
3.09,6.26,82.9,7.81,1.89,morning,1,1
1.51,9.01,97.1,12.79,1.4,evening,3,1
2.95,8.17,53.0,10.61,3.32,afternoon,1,0
0.86,19.68,75.5,9.33,4.9,evening,1,0
2.46,5.92,43.4,7.44,3.13,evening,2,0
2.71,5.97,26.6,4.48,4.41,evening,2,0
0.35,7.16,49.9,1.79,1.65,morning,3,1
1.75,11.34,24.9,6.14,2.03,night,2,0
0.76,5.12,98.4,0.43,4.53,afternoon,1,1
0.41,18.31,18.7,3.17,3.78,afternoon,3,0
4.95,5.39,63.0,6.49,4.91,afternoon,3,0
1.68,17.93,66.4,6.28,3.87,evening,1,0
4.07,2.16,58.4,0.66,2.24,morning,2,1
1.35,13.17,69.6,8.84,2.66,afternoon,2,0
3.44,18.15,20.5,8.25,4.5,afternoon,1,0
3.83,3.46,60.0,1.17,2.76,afternoon,3,0
3.02,19.37,35.8,14.15,1.28,morning,1,0
2.41,9.11,94.6,1.49,2.18,morning,2,1
2.12,18.92,78.6,12.82,2.58,morning,1,0
1.81,13.57,97.5,0.0,0.48,afternoon,2,1
4.65,6.1,13.4,13.23,3.72,night,2,0
4.17,3.85,35.7,0.3,0.55,morning,1,0
4.83,6.14,27.6,11.37,2.02,afternoon,1,0
0.71,1.95,11.0,5.43,4.02,afternoon,3,0
3.68,2.96,31.8,11.07,2.34,evening,2,0
4.7,2.18,71.1,6.03,4.21,morning,2,0
0.99,8.52,30.8,1.06,1.71,morning,1,0
0.43,15.93,55.8,11.51,4.79,morning,1,0
3.73,2.91,89.9,1.07,1.05,night,2,1
2.91,2.69,72.4,13.83,0.19,evening,2,1
4.22,12.9,45.5,0.76,4.36,morning,1,0
0.78,4.02,43.5,7.19,3.76,morning,2,0
4.0,2.04,51.0,10.85,1.16,morning,1,0
1.09,3.42,25.9,5.9,4.92,morning,1,0
0.9,18.48,67.1,3.26,2.51,evening,2,0
0.9,16.45,42.8,11.39,4.76,afternoon,1,0
4.09,7.15,86.7,11.76,2.53,evening,1,1
3.36,13.15,78.1,13.84,2.36,afternoon,2,0
2.66,10.79,64.9,5.64,2.25,evening,1,0
1.86,13.57,42.8,7.59,1.67,morning,2,0
4.4,13.69,28.9,5.45,2.67,afternoon,2,0
2.02,12.61,79.9,3.86,2.26,evening,2,1
4.1,5.4,53.8,11.27,0.18,morning,1,0
2.25,0.88,30.2,5.09,1.3,evening,1,0
1.95,9.17,27.6,6.42,1.07,night,2,0
2.37,17.83,24.9,6.06,4.34,morning,1,0
1.58,11.43,79.9,10.69,2.99,night,2,1
3.76,16.66,30.6,13.77,3.82,morning,2,0
2.56,19.83,57.4,10.0,4.78,afternoon,1,0
1.24,3.36,50.6,7.07,3.22,evening,2,0
4.51,13.87,62.2,11.69,4.91,evening,3,0
1.98,13.52,88.9,9.61,1.56,morning,1,1
2.76,19.6,88.1,0.91,0.93,evening,1,1
4.54,19.71,50.6,1.43,2.02,night,2,0
3.16,13.76,11.4,0.57,2.35,morning,1,0
0.67,4.95,48.4,6.85,4.48,night,1,1
4.71,15.99,64.6,12.39,2.8,evening,1,0
3.18,2.23,60.2,4.7,1.46,night,1,1
1.74,15.64,68.6,5.76,3.71,morning,2,0
0.78,18.21,23.9,13.64,2.53,evening,2,0
3.99,7.72,68.2,12.55,0.81,morning,3,0
3.14,12.65,26.4,9.98,2.88,night,2,0
2.71,8.66,77.5,4.0,4.56,evening,3,1
4.48,8.81,40.5,1.76,4.21,afternoon,1,0
3.96,6.28,73.9,0.24,2.93,morning,1,1
0.84,15.27,14.3,1.61,1.89,night,3,0
1.63,18.73,46.7,4.39,0.43,evening,1,0
1.32,18.82,73.5,8.28,2.35,afternoon,2,0
3.75,3.58,30.4,0.96,3.76,afternoon,1,0
0.26,17.51,81.6,2.04,1.8,night,2,1
2.89,14.77,66.8,2.72,1.18,afternoon,3,0
3.84,5.13,62.9,9.48,4.66,morning,1,0
4.4,1.44,41.8,9.24,4.11,night,1,0
1.78,5.43,53.4,8.26,3.19,afternoon,1,0
4.12,18.25,63.8,3.76,0.68,afternoon,1,0
0.64,12.7,52.5,5.57,0.72,morning,1,0
4.25,14.45,72.8,1.45,0.52,night,2,0
0.72,5.22,49.0,3.4,3.08,morning,1,1
2.05,14.42,28.2,13.47,0.58,evening,1,0
4.01,0.66,29.3,14.7,4.21,night,1,0
0.83,7.57,10.5,9.71,4.96,morning,2,0
1.22,12.57,37.1,13.75,1.83,night,1,0
3.64,3.01,77.4,9.64,2.27,afternoon,2,1
3.63,16.48,81.5,0.5,3.56,evening,3,0
3.24,4.78,28.2,14.95,4.69,afternoon,1,0
3.5,13.08,96.3,1.48,4.47,evening,1,1
2.76,8.16,55.2,10.24,0.29,morning,2,0
1.33,11.96,92.5,3.79,0.85,morning,1,1
1.79,2.24,73.6,5.88,3.77,night,1,1
0.99,0.44,75.0,9.69,3.44,morning,2,1
4.55,18.2,17.7,6.55,0.67,night,1,0
2.96,5.47,29.8,3.76,2.51,morning,1,0
2.06,16.41,10.8,5.02,3.9,afternoon,3,0
2.36,19.99,74.5,5.12,1.09,night,1,0
4.74,4.31,41.0,14.39,4.36,morning,3,0
0.85,5.38,80.8,11.98,0.26,night,1,1
2.97,13.29,40.5,6.88,3.91,afternoon,2,0
2.58,19.31,83.7,3.0,3.08,afternoon,2,1
3.1,18.32,21.8,12.17,1.58,evening,1,0
0.19,10.11,25.6,2.36,3.6,afternoon,2,0
4.37,15.92,40.7,3.16,3.91,afternoon,3,0
4.67,2.8,46.8,5.49,4.67,evening,1,0
2.87,19.55,41.4,13.21,1.84,afternoon,2,0
3.51,19.29,78.7,1.98,3.43,morning,1,0
4.62,3.36,18.7,1.83,3.01,night,2,0
3.57,6.06,41.6,7.41,2.63,night,2,0
0.85,2.09,85.4,4.15,4.45,afternoon,1,1
2.92,5.51,16.0,8.53,0.02,afternoon,1,0
3.07,16.34,94.8,6.77,1.41,evening,1,1
2.18,7.63,98.8,6.52,2.69,afternoon,3,1
3.71,1.86,18.0,1.68,0.89,afternoon,1,0
4.68,6.91,36.2,2.12,4.54,night,2,0
4.64,19.63,43.5,12.32,3.24,morning,1,0
2.31,12.63,79.9,13.29,2.39,evening,2,0
0.65,8.38,63.6,3.52,4.07,night,2,1
4.93,3.41,68.0,1.7,2.25,evening,2,0
4.21,19.72,78.2,0.8,2.79,night,3,0
0.71,16.43,20.6,9.12,0.01,afternoon,1,0
4.61,5.7,85.0,10.73,1.83,morning,1,1
4.36,1.49,73.5,5.59,0.69,night,3,1
2.64,1.23,62.0,10.2,3.45,afternoon,1,1
3.0,2.5,90.1,10.69,2.4,evening,2,1
2.06,11.66,73.0,14.03,1.51,morning,2,0
0.37,18.58,28.2,0.97,2.34,evening,2,0
1.74,9.99,48.7,2.88,1.05,afternoon,1,0
4.03,16.87,54.5,1.03,4.63,morning,1,0
0.12,8.97,15.0,13.02,0.27,afternoon,2,0
1.73,14.2,95.9,11.89,4.33,evening,1,1
2.05,14.66,21.6,8.62,2.56,morning,2,0
2.73,3.56,72.8,1.25,3.09,evening,1,1
4.61,7.29,55.6,4.1,1.51,afternoon,1,0
1.8,12.78,12.3,4.47,4.83,morning,1,0
1.8,1.51,93.2,8.41,1.41,evening,3,1
3.71,7.29,86.7,3.87,2.94,afternoon,2,1
2.32,10.74,57.2,1.09,4.97,morning,2,0
1.2,19.92,30.6,10.96,4.41,afternoon,3,0
2.32,9.54,20.9,4.49,2.68,evening,2,0
0.79,16.34,42.7,6.79,4.95,night,3,0
0.96,8.7,33.0,1.91,3.51,morning,1,0
2.54,15.95,55.6,12.04,1.04,afternoon,2,0
2.15,11.95,97.0,8.48,2.03,morning,1,1
4.58,17.74,61.7,13.52,1.67,evening,2,0
1.88,8.28,90.1,7.43,1.72,afternoon,3,1
2.94,12.13,68.6,14.12,3.8,evening,1,0
3.2,12.64,52.8,13.38,2.92,afternoon,1,0
0.16,8.41,86.9,8.65,0.19,night,2,1
3.35,2.97,52.4,14.01,4.39,afternoon,1,0
0.97,1.96,88.2,4.85,1.48,night,2,1
4.81,0.43,36.2,5.48,4.99,morning,1,0
0.83,17.48,21.6,0.68,4.77,afternoon,3,0
2.13,4.81,87.0,8.84,4.7,evening,1,1
0.52,4.31,62.9,10.83,4.06,evening,2,1
4.98,14.75,90.0,11.6,1.1,morning,1,0
2.56,6.47,94.4,2.25,2.66,night,1,1
3.02,10.17,14.8,6.66,1.12,morning,1,0
0.43,3.33,55.1,2.65,1.3,morning,1,1
3.77,19.2,43.7,9.93,3.05,afternoon,1,0
1.13,17.05,66.3,2.37,0.2,afternoon,3,1
4.5,17.29,81.4,13.56,4.85,evening,1,0
1.11,8.19,35.3,3.46,4.59,afternoon,2,0
1.03,15.27,60.1,4.37,1.9,afternoon,1,1
0.28,2.96,73.8,12.76,2.58,afternoon,2,1
2.41,0.27,22.1,6.88,2.33,afternoon,1,0
2.87,0.5,83.3,0.36,4.41,night,2,1
0.42,11.77,64.5,7.42,3.44,night,2,0
3.9,9.16,95.5,1.27,1.39,afternoon,1,1
2.32,10.41,40.6,14.78,2.23,morning,1,0
2.67,0.25,19.7,8.82,2.14,night,1,0
2.26,8.51,55.6,3.85,4.8,morning,1,1
2.06,14.39,17.7,8.46,0.88,morning,1,0
2.84,8.91,97.3,1.15,0.45,morning,1,1
0.86,14.67,13.5,12.0,4.4,morning,2,0
0.99,4.74,77.8,13.88,4.48,night,1,1
4.32,16.28,57.3,13.12,4.36,evening,1,0
4.74,11.81,43.2,5.13,2.55,night,1,0
1.93,4.29,15.9,4.89,3.3,morning,2,0
1.43,4.81,66.0,0.53,2.82,afternoon,1,1
3.26,12.6,62.7,9.77,0.35,night,2,0
2.1,16.62,35.3,8.02,2.98,night,2,0
0.22,8.37,91.9,6.89,0.07,evening,2,1
0.87,5.24,37.4,13.61,1.62,morning,1,0
3.61,17.35,50.5,2.52,4.66,evening,2,0
3.33,13.42,58.9,0.14,1.52,afternoon,1,0
0.23,9.02,19.0,1.1,4.7,afternoon,3,0
1.19,9.81,93.9,3.35,1.25,evening,2,1
1.23,4.16,43.7,0.5,1.57,evening,1,1
3.39,12.57,17.3,7.54,3.14,evening,3,0
0.2,7.24,44.9,4.71,3.81,evening,2,0
0.61,19.91,64.0,2.71,2.51,morning,1,0
4.02,9.66,56.2,11.25,4.41,afternoon,1,0
0.97,9.77,72.5,3.07,0.2,evening,2,1
3.3,11.36,15.0,10.31,4.61,morning,3,0
1.27,18.34,35.6,5.24,0.98,afternoon,3,0
0.59,16.04,83.7,7.68,4.42,morning,2,1
1.29,9.08,17.2,14.01,2.0,afternoon,1,0
3.64,14.4,87.0,0.56,4.16,night,2,1
4.29,11.77,18.3,7.5,3.36,morning,2,0
4.17,9.9,85.1,12.82,0.88,afternoon,1,1
2.05,3.93,42.5,8.82,4.59,evening,1,0
3.37,9.33,65.1,4.15,1.23,morning,2,0
1.1,4.99,23.8,5.97,1.22,night,3,0
1.54,18.31,16.0,10.2,4.07,afternoon,2,0
4.49,6.77,29.4,13.36,0.53,night,1,0
0.16,19.05,21.5,0.62,1.11,morning,1,0
0.52,10.71,38.1,1.07,2.52,morning,3,0
1.12,12.67,56.3,4.88,4.15,afternoon,2,0
0.23,10.9,63.0,3.49,0.74,afternoon,1,1
0.99,2.67,81.1,3.97,2.74,night,2,1
2.96,7.58,69.1,3.32,3.56,morning,3,1
2.16,2.07,64.8,2.94,4.3,evening,3,1
4.47,12.5,47.1,1.96,4.68,morning,2,0
4.11,8.99,52.6,14.01,3.92,night,1,0
1.77,15.58,47.3,2.16,3.26,evening,2,0
1.37,4.49,85.8,3.07,2.17,afternoon,1,1
1.96,3.37,30.7,3.69,0.56,morning,3,0
2.99,8.19,10.5,14.0,3.55,evening,1,0
1.41,18.54,68.6,11.34,4.96,morning,2,0
3.16,14.24,28.2,11.85,3.68,morning,2,0
2.11,8.44,90.1,1.57,0.08,evening,2,1
2.81,10.39,87.3,12.54,2.48,night,2,1
2.24,1.78,16.9,6.12,3.07,night,1,0
1.54,19.69,19.6,3.94,3.45,evening,2,0
4.75,13.36,54.6,8.64,3.6,afternoon,1,0
3.84,5.78,64.8,12.33,2.79,night,1,0
0.79,11.76,34.7,11.68,1.12,afternoon,3,0
4.36,2.28,74.5,13.35,4.71,afternoon,2,0
2.49,19.32,63.5,13.92,3.48,night,2,0
4.48,3.58,39.2,3.57,1.18,morning,2,0
4.02,13.0,12.3,6.36,1.61,morning,2,0
2.18,4.98,77.5,0.22,4.61,evening,2,1
0.21,14.38,29.3,13.19,4.44,morning,2,0
1.42,15.56,85.1,2.32,2.03,afternoon,3,1
2.75,13.5,47.8,12.92,0.19,afternoon,1,0
3.2,12.33,61.9,4.94,0.24,afternoon,2,0
1.36,17.86,88.6,5.52,1.42,night,2,1
0.78,1.66,87.7,0.59,3.15,morning,1,1
4.19,6.69,43.4,4.9,2.92,afternoon,1,0
4.92,5.04,28.8,13.33,3.17,morning,3,0
2.68,19.76,79.8,0.38,3.59,evening,1,0
0.94,7.85,49.0,6.09,0.1,evening,1,0
1.43,14.68,27.3,0.47,0.53,afternoon,1,0
0.19,13.73,91.4,5.56,1.8,morning,1,1
4.58,4.32,27.8,2.59,0.77,evening,3,0
0.68,4.86,12.3,3.78,0.38,afternoon,1,0
2.92,5.7,11.8,13.16,3.2,morning,1,0
1.44,8.28,66.0,6.54,4.08,afternoon,2,1
2.82,4.76,69.6,4.11,3.76,afternoon,1,1
3.29,0.49,38.0,8.84,4.09,night,2,0
4.17,17.6,38.8,2.13,3.33,night,2,0
1.11,19.32,40.6,3.89,3.68,evening,2,0
0.15,6.9,71.2,8.19,1.36,night,2,1
0.77,6.84,15.2,3.56,4.97,evening,1,0
4.51,0.24,93.6,10.19,0.92,night,1,1
4.38,13.64,30.0,7.37,1.07,morning,1,0
3.03,16.53,100.0,11.58,1.44,afternoon,1,1
3.04,3.02,25.4,14.22,4.88,evening,2,0
3.36,3.28,79.4,1.74,4.94,evening,1,1
0.96,15.82,30.1,5.02,3.97,morning,2,0
4.58,12.36,17.3,4.79,3.15,afternoon,1,0
2.15,0.99,88.7,2.27,2.6,afternoon,1,1
1.98,12.49,87.3,12.15,4.85,morning,1,1
2.64,6.25,46.3,11.4,3.48,afternoon,1,0
0.33,7.44,73.2,7.27,4.72,afternoon,2,1
0.91,15.42,60.1,8.07,1.58,night,2,0
3.72,16.24,86.8,0.89,1.67,evening,2,0
0.51,8.07,38.4,8.33,4.27,night,3,0
3.06,18.95,57.1,11.87,0.75,night,2,0
1.3,8.19,53.7,8.61,4.73,afternoon,2,0
2.01,15.46,41.9,3.98,2.54,afternoon,1,0
1.51,9.73,90.2,10.01,4.63,morning,1,1
1.84,17.96,24.9,5.42,1.68,night,2,0
3.62,18.16,23.5,8.17,3.58,morning,1,0
1.56,1.84,61.9,7.31,2.41,evening,1,1
2.88,18.74,69.2,5.72,3.13,afternoon,1,0
2.43,16.53,27.5,10.78,2.52,night,1,0
3.35,15.85,45.2,13.26,4.84,afternoon,2,0
4.69,4.1,95.2,0.08,3.46,night,1,1
3.69,16.12,32.2,14.0,1.26,morning,1,0
1.15,17.02,70.2,7.67,4.55,morning,1,0
0.25,5.85,76.6,10.51,1.47,evening,2,1
1.39,19.05,50.3,12.83,1.86,night,2,0
3.02,1.09,94.4,7.01,0.51,afternoon,1,1
0.35,3.08,76.3,12.52,4.5,night,2,1
2.53,10.8,51.2,2.66,1.43,evening,1,0
3.02,11.56,61.2,2.39,1.29,evening,2,0
1.74,12.94,72.3,9.86,4.6,afternoon,2,0
3.88,0.44,63.3,13.05,4.03,afternoon,3,0
0.62,19.21,89.1,13.39,0.71,morning,1,1
0.47,0.99,42.1,9.66,3.85,night,1,1
3.67,2.95,37.0,7.88,4.57,night,1,0
2.53,0.38,29.2,4.97,0.39,evening,1,0
3.47,11.38,13.4,14.7,4.13,morning,1,0
2.23,18.65,13.9,4.8,2.74,morning,1,0
1.31,13.35,88.3,11.16,3.35,night,1,1
4.11,16.47,71.1,7.98,2.46,morning,3,0
4.02,0.36,69.4,9.13,3.49,night,1,0
3.5,10.89,65.3,5.9,0.17,afternoon,3,0
1.43,9.25,86.4,14.47,3.81,afternoon,2,0
2.99,10.03,53.2,8.58,0.17,night,3,0
1.87,1.54,88.3,14.07,2.28,morning,3,1
0.55,13.72,42.4,0.11,0.75,afternoon,2,1
4.59,10.11,93.4,8.59,4.12,night,2,0
0.77,15.33,72.9,10.76,1.57,evening,1,1
4.76,9.76,33.1,11.18,2.27,evening,2,0
2.29,3.07,60.8,13.57,2.14,evening,3,0
1.01,13.0,58.0,0.07,3.86,morning,1,1
2.76,3.53,22.4,0.0,2.41,morning,1,0
4.38,17.46,63.2,7.08,3.94,afternoon,2,0
3.69,12.3,38.3,0.44,0.37,afternoon,2,0
4.05,3.23,14.7,14.62,0.96,afternoon,2,0
3.33,19.25,95.4,3.33,2.76,evening,1,1
3.49,10.42,67.7,7.09,4.74,morning,2,0
4.26,1.55,88.9,0.92,0.37,evening,1,1
1.32,12.57,70.8,7.83,0.22,morning,3,1
2.5,5.14,42.1,5.7,0.78,morning,1,0
1.18,16.09,56.1,0.67,3.21,afternoon,2,0
4.94,16.37,70.8,5.03,1.99,night,1,0
4.73,19.58,96.4,5.87,4.13,morning,1,0
0.29,10.09,32.8,14.85,0.36,evening,1,0
3.56,9.15,88.7,3.12,0.98,evening,1,1
4.63,15.09,93.2,8.17,1.5,morning,2,1
0.98,2.74,70.3,14.81,3.13,afternoon,1,1
